,Customer Number,Campaign Period Sales,Historical Sales Volume,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Years of Membership,Repurchase Method_AUTO RENEW,Repurchase Method_NOTICE,Repurchase Method_PAYMENT PLAN,Last Transaction Channel_AUTO RENEW,Last Transaction Channel_BILLING,Last Transaction Channel_BRANCH (PHONE),Last Transaction Channel_BRANCH (POS),Last Transaction Channel_IT,Last Transaction Channel_MAIL,Last Transaction Channel_PHONE,Last Transaction Channel_UNKNOWN,Last Transaction Channel_WEB,Desk_Y,Executive Chair_Y,Standard Chair_Y,Monitor_Y,Printer_Y,Computer_Y,Insurance_Y,Toner_Y,Office Supplies_Y,Number of Employees_Large,Number of Employees_Medium,Number of Employees_Small,Number of Employees_UNKNOWN,LANG_English,LANG_Non-English,LANG_UNKNOWN
4975,11203066.0,277.8857142857143,450174.85714285716,18.0,0.0,0.0,0.0,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
4976,11206016.0,2986.5,1194600.0,8.0,0.0,0.0,0.0,50,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4977,11212527.0,141.57333333333335,442841.3866666667,23.0,0.0,1.0,0.0,44,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4978,11213762.0,1151.0,67909.0,14.0,0.0,0.0,0.0,39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4979,11216676.0,0.0,1084160.0,21.0,0.0,0.0,0.0,40,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4980,11218374.0,0.0,620657.1428571428,15.0,0.0,0.0,0.0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4981,11224138.0,0.0,745710.0,18.0,0.0,0.0,0.0,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
4982,11225448.0,0.0,864735.5999999999,19.0,1.0,1.0,1.0,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
4983,11225546.0,266.01120000000003,308306.9808,19.0,1.0,0.0,1.0,36,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4984,11227127.0,0.0,790747.7760000002,21.0,0.0,1.0,0.0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4985,11231059.0,0.0,145526.33333333334,1.0,0.0,0.0,0.0,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4986,11233087.0,668.4000000000001,721872.0000000001,8.0,0.0,0.0,0.0,52,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4987,11233210.0,0.0,309166.29333333333,22.0,0.0,0.0,0.0,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
4988,11233550.0,0.0,91712.0,12.0,0.0,0.0,0.0,33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4989,11234856.0,0.0,354623.36000000004,1.0,0.0,0.0,0.0,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4990,11235638.0,337.584,499286.736,17.0,0.0,0.0,0.0,45,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4991,11238146.0,0.0,361534.17142857146,19.0,0.0,0.0,0.0,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
4992,11239181.0,0.0,282318.99428571435,8.0,0.0,0.0,0.0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4993,11240043.0,0.0,1095113.066666667,5.0,0.0,0.0,0.0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
4994,11246554.0,0.0,1071911.866666667,22.0,0.0,0.0,0.0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4995,11246863.0,0.0,151426.70400000003,9.0,0.0,1.0,0.0,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4996,11247920.0,0.0,148339.68000000002,18.0,0.0,0.0,0.0,46,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4997,11251330.0,0.0,193462.1257142857,19.0,0.0,0.0,0.0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4998,11252655.0,0.0,629118.0,18.0,0.0,0.0,0.0,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4999,11257328.0,0.0,321867.0,1.0,0.0,1.0,0.0,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5000,11257922.0,292.18,489401.5,25.0,0.0,0.0,0.0,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5001,11259570.0,216.51066666666668,509666.1093333334,22.0,0.0,0.0,0.0,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5002,11267053.0,952.8666666666667,3144460.0,22.0,0.0,0.0,0.0,26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
5003,11267699.0,0.0,12907.142857142859,6.0,0.0,0.0,0.0,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5004,11268960.0,190.0952380952381,231536.0,21.0,0.0,0.0,0.0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5005,11269782.0,0.0,170945.07733333332,19.0,0.0,0.0,0.0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5006,11274992.0,139.46666666666667,303340.0,15.0,0.0,0.0,0.0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5007,11275370.0,0.0,494366.9866666667,22.0,0.0,0.0,0.0,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5008,11277787.0,364.1485714285714,879418.7999999999,23.0,0.0,0.0,0.0,45,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5009,11283674.0,0.0,353557.5,1.0,0.0,0.0,0.0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5010,11286997.0,0.0,979082.6666666667,19.0,0.0,1.0,0.0,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5011,11288412.0,0.0,123804.0,10.0,0.0,0.0,0.0,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5012,11289717.0,0.0,246535.13333333333,19.0,0.0,0.0,0.0,29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
5013,11290119.0,177.56190476190477,56819.80952380953,16.0,0.0,0.0,0.0,57,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5014,11290872.0,0.0,495755.60000000003,19.0,0.0,0.0,0.0,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5015,11293497.0,135.69333333333336,295268.69333333336,17.0,0.0,0.0,0.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5016,11296842.0,0.0,150558.16666666666,1.0,0.0,1.0,0.0,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5017,11298416.0,376.552380952381,128027.80952380954,20.0,0.0,0.0,0.0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5018,11298432.0,576.6800000000001,380608.80000000005,10.0,1.0,1.0,1.0,24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5019,11302591.0,146.848,88843.04000000001,11.0,0.0,0.0,0.0,59,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5020,11304798.0,0.0,39942.857142857145,18.0,0.0,0.0,0.0,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5021,11306628.0,0.0,745560.0,3.0,0.0,0.0,0.0,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5022,11307292.0,547.36,1143982.4,19.0,0.0,0.0,0.0,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5023,11307819.0,0.0,3402540.2666666666,8.0,0.0,0.0,0.0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5024,11311264.0,0.0,132485.12000000002,6.0,0.0,0.0,0.0,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5025,11311617.0,0.0,578094.0,22.0,0.0,1.0,0.0,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5026,11312791.0,2128.706666666667,9015072.733333334,35.0,0.0,0.0,0.0,42,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1
5027,11312967.0,177.72000000000003,228903.36000000004,14.0,0.0,0.0,0.0,26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5028,11313618.0,0.0,106746.0,1.0,1.0,1.0,1.0,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5029,11318113.0,0.0,416868.4800000001,12.0,1.0,1.0,1.0,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5030,11319495.0,0.0,1418757.1066666667,19.0,0.0,1.0,0.0,40,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5031,11320729.0,0.0,292146.4,20.0,0.0,0.0,0.0,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5032,11320843.0,599.296,872574.976,16.0,0.0,0.0,0.0,27,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5033,11321058.0,753.9458333333334,93489.28333333334,4.0,0.0,0.0,0.0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5034,11321584.0,3186.3333333333335,2466222.0,6.0,0.0,0.0,0.0,26,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1
5035,11325922.0,0.0,28512.0,2.0,1.0,1.0,1.0,33,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5036,11329289.0,0.0,185466.0,1.0,1.0,1.0,1.0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5037,11331594.0,1668.1333333333332,198507.86666666664,21.0,0.0,0.0,0.0,47,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5038,11334134.0,0.0,547008.0,21.0,0.0,0.0,0.0,27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5039,11334241.0,0.0,4245739.333333335,25.0,0.0,0.0,0.0,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
5040,11334294.0,223.5866666666667,264950.20000000007,15.0,0.0,0.0,0.0,41,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
5041,11342463.0,0.0,200149.04,19.0,0.0,0.0,0.0,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5042,11344267.0,0.0,173844.0,18.0,0.0,0.0,0.0,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5043,11344894.0,0.0,1705928.4,23.0,0.0,0.0,0.0,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5044,11350461.0,0.0,748684.8,18.0,0.0,0.0,0.0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
5045,11350569.0,140.21333333333334,296551.2,15.0,0.0,0.0,0.0,49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5046,11351170.0,0.0,546691.2,21.0,0.0,0.0,0.0,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5047,11356664.0,1415.1800000000003,2496377.5200000005,18.0,0.0,0.0,0.0,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
5048,11359539.0,0.0,180342.08000000002,12.0,0.0,1.0,0.0,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
5049,11361322.0,0.0,161373.52000000002,21.0,0.0,0.0,0.0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5050,11379045.0,0.0,1085669.6666666667,7.0,0.0,1.0,0.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5051,11380969.0,0.0,753002.7266666668,11.0,0.0,0.0,0.0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5052,11382319.0,0.0,89881.44,18.0,0.0,0.0,0.0,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5053,11383326.0,0.0,557034.3999999999,19.0,0.0,0.0,0.0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
5054,11384779.0,1614.5,93641.0,21.0,0.0,0.0,0.0,44,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5055,11388759.0,0.0,513273.6000000001,12.0,0.0,0.0,0.0,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5056,11391120.0,0.0,71150.0,15.0,0.0,0.0,0.0,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5057,11391943.0,480.6666666666667,255714.6666666667,19.0,0.0,0.0,0.0,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5058,11396736.0,0.0,200950.2857142857,6.0,0.0,0.0,0.0,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5059,11398945.0,0.0,155988.75809523812,11.0,1.0,1.0,1.0,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
5060,11399526.0,0.0,257907.99047619052,19.0,0.0,0.0,0.0,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5061,11400764.0,0.0,156649.5,1.0,0.0,1.0,0.0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5062,11402078.0,0.0,445199.0400000001,9.0,0.0,0.0,0.0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5063,11403563.0,363.6533333333333,340379.51999999996,13.0,0.0,0.0,0.0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
5064,11404073.0,0.0,3799.4666666666662,10.0,0.0,0.0,0.0,35,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5065,11407224.0,123.01333333333335,7995.866666666668,5.0,0.0,0.0,0.0,52,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5066,11407572.0,1821.3333333333333,40069.33333333333,2.0,0.0,0.0,0.0,26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5067,11414738.0,0.0,274828.5714285715,10.0,0.0,0.0,0.0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5068,11414979.0,0.0,147575.0,15.0,0.0,0.0,0.0,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5069,11415082.0,0.0,3302416.0,10.0,0.0,0.0,0.0,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
5070,11416932.0,0.0,426030.93333333335,14.0,0.0,0.0,0.0,38,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
5071,11417137.0,0.0,100652.03200000002,16.0,0.0,0.0,0.0,33,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5072,11423909.0,0.0,63657.46666666668,7.0,0.0,0.0,0.0,22,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5073,11424916.0,0.0,381186.05333333334,23.0,0.0,0.0,0.0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5074,11428695.0,0.0,148639.5,18.0,0.0,0.0,0.0,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5075,11430873.0,0.0,712664.3333333334,14.0,0.0,0.0,0.0,37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5076,11433982.0,328.3180952380953,172367.00000000003,15.0,0.0,0.0,0.0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5077,11434053.0,0.0,914614.3999999999,24.0,0.0,0.0,0.0,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
5078,11434417.0,0.0,91888.45714285714,13.0,0.0,0.0,0.0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5079,11437933.0,0.0,79509.33333333334,16.0,0.0,0.0,0.0,32,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5080,11443045.0,0.0,251575.40571428573,9.0,0.0,0.0,0.0,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5081,11444532.0,0.0,1347157.3333333335,10.0,0.0,0.0,0.0,16,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0
5082,11446225.0,0.0,96296.20000000001,1.0,1.0,1.0,1.0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5083,11448282.0,0.0,495085.7142857143,19.0,0.0,0.0,0.0,33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5084,11450757.0,0.0,394780.0,21.0,0.0,0.0,0.0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5085,11452748.0,0.0,289089.5238095238,20.0,0.0,0.0,0.0,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5086,11464523.0,195.06666666666666,352290.39999999997,21.0,0.0,0.0,0.0,26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
5087,11464700.0,0.0,309914.07999999996,17.0,0.0,0.0,0.0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5088,11468896.0,378.2666666666667,40474.53333333334,1.0,0.0,0.0,0.0,37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5089,11472623.0,293.76,262327.68,19.0,0.0,0.0,0.0,26,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5090,11472740.0,0.0,564075.1752380953,23.0,0.0,0.0,0.0,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5091,11474803.0,0.0,207844.80000000005,18.0,1.0,1.0,1.0,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5092,11476163.0,0.0,348974.7733333333,13.0,0.0,0.0,0.0,27,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5093,11477490.0,2322.6666666666665,627120.0,6.0,1.0,1.0,1.0,27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5094,11478008.0,1183.1733333333334,496932.80000000005,21.0,1.0,1.0,1.0,38,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0
5095,11483982.0,0.0,252019.04000000004,20.0,0.0,0.0,0.0,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5096,11484503.0,4665.033333333333,671764.7999999999,31.0,0.0,0.0,0.0,38,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5097,11486640.0,0.0,488004.0666666666,7.0,0.0,0.0,0.0,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5098,11487070.0,0.0,86951.6,17.0,0.0,0.0,0.0,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5099,11488112.0,0.0,69422.5,1.0,0.0,0.0,0.0,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5100,11490338.0,0.0,515292.5142857145,15.0,0.0,0.0,0.0,29,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5101,11490556.0,2989.74,295984.25999999995,3.0,0.0,0.0,0.0,28,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5102,11491038.0,0.0,1601250.5599999998,26.0,0.0,0.0,0.0,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
5103,11491696.0,0.0,577733.3333333334,10.0,1.0,1.0,1.0,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5104,11496857.0,498.13523809523815,1227903.361904762,17.0,0.0,0.0,0.0,27,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
5105,11496898.0,0.0,118843.20000000001,21.0,0.0,0.0,0.0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5106,11496958.0,0.0,130711.0,1.0,0.0,0.0,0.0,32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5107,11500084.0,0.0,60638.17142857144,12.0,0.0,0.0,0.0,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5108,11504052.0,265.5238095238096,76470.85714285716,18.0,0.0,0.0,0.0,41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5109,11512112.0,113.94666666666667,10255.2,5.0,0.0,0.0,0.0,43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
5110,11512481.0,0.0,859757.1839999999,18.0,0.0,0.0,0.0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5111,11512797.0,0.0,215238.8333333333,1.0,0.0,0.0,0.0,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5112,11517768.0,0.0,540961.6666666667,19.0,0.0,0.0,0.0,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
5113,11520423.0,384.32333333333344,725602.4533333335,16.0,0.0,0.0,0.0,43,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5114,11527182.0,196.44000000000003,162063.00000000003,15.0,0.0,0.0,0.0,44,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5115,11528507.0,0.0,325040.00000000006,20.0,0.0,0.0,0.0,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5116,11549432.0,0.0,453637.28571428574,27.0,1.0,1.0,1.0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
